626	1233
800	1204
323	421
1379	188
1379	112
1379	148
123	768
123	1315
123	1583
123	1280
123	1204
87	87
87	768
1367	1472
1367	767
1367	112
70	112
1432	889
1432	1131
86	929
1096	128
1322	99
1132	470
1562	526
526	1562
526	243
526	612
526	1496
526	244
243	570
188	87
188	1472
188	969
188	346
188	1315
188	930
188	1484
188	1287
188	1348
188	113
188	699
188	1131
680	188
775	627
775	184
775	1029
477	22
12	676
12	297
12	1315
12	112
12	540
12	656
12	613
12	1291
917	760
505	1472
505	1348
843	450
447	617
447	1547
447	1005
447	1440
447	898
449	170
172	612
172	1496
173	1545
173	768
173	1472
173	1547
173	1561
173	1012
173	1470
173	1240
173	1281
173	127
173	343
173	936
173	1552
173	85
173	1131
1225	760
1225	1281
1225	205
915	421
915	179
915	1281
915	418
698	173
1102	899
1102	1538
1547	768
1547	617
1547	764
1547	439
1547	1600
1547	916
1547	420
1547	379
1547	880
1547	1494
1547	958
1547	184
1547	1384
1547	1573
1547	148
1547	1131
981	72
981	1004
981	895
981	215
981	387
42	664
220	1239
220	1131
212	1547
212	1315
212	889
1614	832
1074	1102
1074	706
1529	911
1529	775
1529	305
1529	527
1529	476
1529	1496
1439	911
1439	1439
1439	1201
1439	895
1439	187
1439	92
1589	1131
1005	951
1005	911
1005	481
1005	1102
1005	1547
1005	1439
1005	1004
1005	1315
1005	889
1005	1092
1005	1196
1005	476
1005	1385
1005	184
1005	450
1005	312
1005	703
1005	1535
1440	830
1440	1547
1440	1439
1440	1190
1440	1004
1440	1105
1440	889
1440	379
1440	1385
1440	322
1440	946
1293	1102
676	1004
676	142
676	1204
676	135
676	377
1190	617
1190	830
1190	184
1190	1593
1190	1291
1190	92
1190	1347
623	1004
5	1315
1004	346
1004	1439
1004	1004
1004	1196
1004	895
1004	1030
1004	1091
1315	998
1315	159
1315	1547
1315	1315
1315	1484
1315	379
1315	1386
1315	905
1315	184
1315	907
1315	971
1315	1577
1315	127
1315	135
1315	664
1315	1131
458	654
458	664
1226	149
1226	784
1226	1239
1226	187
1226	1408
931	149
931	406
931	1116
931	784
931	1408
395	1264
620	1348
620	1281
620	1610
620	1496
620	187
620	1184
291	768
291	617
291	1472
291	1232
291	1547
291	1092
291	887
291	450
291	1122
788	768
788	617
241	768
241	617
599	766
207	481
207	72
207	1004
207	1196
207	1395
207	135
207	387
207	1056
207	814
207	993
592	895
592	135
592	1030
90	526
90	1439
90	1281
965	1601
965	951
965	617
965	997
965	942
965	1603
965	112
965	1287
965	1264
965	1469
1537	526
1537	668
1537	105
28	953
104	220
104	104
104	1095
104	1591
1216	1609
1320	81
502	769
502	768
502	834
502	1324
502	1315
502	1320
502	112
502	170
502	85
503	834
503	1324
503	85
163	571
873	464
1413	764
1413	737
30	1413
1129	707
274	965
274	1537
274	170
784	965
784	1537
1603	1274
1304	775
1304	149
1304	274
1304	784
1304	889
1304	137
1304	907
1304	187
1470	1605
842	343
842	1469
842	187
842	1291
571	1598
571	207
571	296
566	1191
566	1442
566	1528
568	1131
570	1439
570	142
570	778
570	1224
1169	1170
1167	1170
1166	88
1166	1224
1161	1599
1161	1016
1393	1030
170	1472
170	148
1287	812
1287	135
420	99
420	1066
1092	1348
1092	99
1111	1472
1111	1091
693	1552
693	829
693	611
929	1336
929	135
903	791
1276	1264
1276	464
1276	68
1233	768
1233	99
379	159
379	768
379	617
379	1507
379	1405
379	447
379	1315
379	393
379	889
379	379
379	1386
379	316
379	927
379	905
379	184
379	971
379	127
379	343
379	77
379	659
379	374
379	656
379	654
379	135
379	664
379	1131
379	1291
898	768
898	905
898	174
880	346
880	379
880	905
1344	1281
1344	1574
813	813
471	721
471	722
367	617
367	188
367	612
984	1547
984	612
984	516
984	1496
1213	1472
1213	717
1203	887
1203	367
342	243
342	1598
342	1449
342	1129
342	706
342	1239
342	1496
342	812
142	1439
142	891
142	1438
895	1439
927	617
927	1021
927	927
927	1131
1209	540
517	889
517	540
1308	1405
1308	1131
236	1324
236	1090
236	774
236	613
702	702
702	540
1264	83
1264	128
1264	873
1264	379
1264	829
1095	481
1095	1180
147	1180
81	1320
81	476
376	125
184	1315
184	379
1138	617
464	951
464	1005
464	766
464	1505
464	1016
1239	1598
1239	1005
1239	1505
1239	1016
1331	1472
1331	477
403	907
1611	1090
1611	1348
778	1472
778	18
778	1348
778	1177
179	18
179	1496
1348	998
1348	628
1348	278
1348	617
1348	1472
1348	1405
1348	1598
1348	1331
1348	1611
1348	1348
1348	1008
1348	187
1348	802
1348	822
1348	1131
1348	429
1281	998
1281	17
1281	1008
1281	953
1281	1571
612	526
612	1598
612	1537
612	415
612	343
612	187
612	812
612	244
612	1500
1124	1413
1124	179
500	1413
500	179
700	801
700	1348
924	871
1395	720
1395	1014
127	448
127	188
127	1600
127	1315
127	889
127	907
127	1577
127	127
127	343
127	389
127	897
127	664
817	1155
817	367
817	907
817	516
1238	323
1238	951
1238	1074
1238	1287
343	655
343	1545
343	159
343	249
343	768
343	1507
343	467
343	185
343	1472
343	188
343	1155
343	1468
343	1232
343	42
343	1529
343	1600
343	15
343	1315
343	1594
343	339
343	1413
343	889
343	916
343	892
343	898
343	476
343	984
343	342
343	1106
343	958
343	905
343	184
343	464
343	778
343	1348
343	343
343	450
343	540
343	51
343	659
343	374
343	1566
343	668
343	960
343	113
343	654
343	393
343	1204
343	8
343	664
343	822
343	1131
343	1291
343	1091
343	871
343	1323
1610	768
1610	1413
1610	1304
1610	1348
1610	654
1511	617
1511	801
1511	173
1511	112
1511	1122
1511	1131
819	617
819	1122
398	617
398	1122
1469	676
1469	1198
1469	1116
1469	1287
1469	1233
1469	1264
1469	1239
1469	1281
1469	341
1469	1131
99	768
99	1472
99	149
99	592
99	274
99	784
99	343
99	97
99	470
99	1066
99	1204
99	135
99	812
691	43
136	655
136	136
136	1122
828	207
596	898
596	343
703	527
703	1496
1384	1232
1384	1469
48	1017
48	768
48	612
48	1496
540	1425
540	71
540	889
540	907
540	802
953	767
68	832
68	481
68	1170
68	68
1487	481
1575	1170
327	1184
1243	1408
1243	1150
341	951
341	965
341	942
341	1276
341	342
341	1264
341	150
341	1408
341	1150
341	740
1474	1487
171	760
171	391
64	249
64	526
64	693
661	249
661	448
402	316
402	953
1496	1472
1496	526
1496	1609
1496	1537
1496	887
1496	706
1496	612
1496	1496
1496	244
1471	291
1471	1389
1471	664
579	1155
59	1204
106	22
1552	173
1177	984
1177	341
1177	1496
1177	8
1388	1604
1388	341
470	1539
470	1472
470	1315
470	1413
470	942
470	126
470	1577
470	1204
470	675
1583	655
1583	159
1583	768
1583	467
1583	185
1583	526
1583	1410
1583	1155
1583	1529
1583	1600
1583	15
1583	1315
1583	1594
1583	1413
1583	916
1583	984
1583	1106
1583	958
1583	184
1583	1348
1583	343
1583	540
1583	1202
1583	960
1583	22
1583	1204
1583	1131
1583	1291
1583	1091
1583	1323
654	768
654	1413
654	778
654	1348
478	658
1039	1017
1039	173
1438	185
1438	1090
1438	391
1438	1030
1438	135
103	1604
103	1122
957	1472
189	570
189	1496
189	189
1514	612
1514	135
1528	1609
1528	115
890	159
890	1472
890	1155
890	854
890	855
890	1373
890	274
890	1603
890	1287
890	420
890	1239
890	1469
890	1438
890	1030
890	1000
1574	1472
1574	1320
1574	759
1574	1413
1574	612
1574	980
1574	1599
1029	1599
1029	15
1029	1320
1029	759
1029	379
1029	184
1029	1348
1029	1230
1029	1573
1029	187
1029	1016
1571	1472
1571	1320
1571	759
1571	1603
1571	1287
1571	420
1571	379
1571	1469
1571	1573
1571	187
1571	664
1245	159
1245	1373
1245	1287
1245	420
1245	1030
1030	170
1030	1438
1573	1029
1573	664
1066	612
1179	612
187	526
187	15
187	170
187	415
187	905
187	612
187	48
187	187
187	1131
0	768
0	373
0	342
1224	545
1224	283
1224	135
1224	1568
966	766
966	1224
1204	1472
1204	676
1204	295
1389	1599
1389	655
1389	761
1389	1432
1389	159
1389	951
1389	249
1389	1018
1389	768
1389	617
1389	1507
1389	37
1389	911
1389	1472
1389	764
1389	1405
1389	1155
1389	834
1389	1547
1389	1529
1389	997
1389	1589
1389	1005
1389	1371
1389	1315
1389	393
1389	548
1389	1012
1389	1470
1389	842
1389	1090
1389	379
1389	880
1389	813
1389	1363
1389	316
1389	290
1389	905
1389	184
1389	93
1389	1593
1389	778
1389	1348
1389	612
1389	1577
1389	450
1389	99
1389	312
1389	691
1389	136
1389	1008
1389	936
1389	659
1389	1496
1389	113
1389	656
1389	1360
1389	478
1389	215
1389	755
1389	322
1389	613
1389	1573
1389	1066
1389	1389
1389	1115
1389	1122
1389	387
1389	1176
1389	822
1389	1520
1174	1005
1174	420
122	1599
